0,1,2,3,4,5,6,7,8,9,10,target
-0.5283596117263334,0.961876671245448,-1.3914722776605748,-0.4532184067380521,-0.24370668659232497,-0.4661925171277333,-0.37913268889591295,0.5582744625315024,1.2886429167098845,-0.5792065221278808,-0.9602461068866156,0
-0.29854743378675347,1.9674424541409148,-1.3914722776605748,0.04341614479349642,0.22387519619714802,0.8726382318679609,0.6243632277860012,0.028260767741467158,-0.7199332966852647,0.12895040068273123,-0.5847771110347457,0
-0.29854743378675347,1.297065265543937,-1.1860704292930362,-0.16942723443431024,0.09635286452729167,-0.08366944598610639,0.2290466545476714,0.1342635066994624,-0.33117661022168954,-0.04808883001992196,-0.5847771110347457,0
1.6548560786996784,-1.3844434888439736,1.484153599484964,-0.4532184067380521,-0.264960408537301,0.10759208958470708,0.41150045758074666,0.6642772014894976,-0.9791044209943168,-0.4611803683261127,-0.5847771110347457,1
-0.5283596117263334,0.961876671245448,-1.3914722776605748,-0.4532184067380521,-0.24370668659232497,-0.4661925171277333,-0.37913268889591295,0.5582744625315024,1.2886429167098845,-0.5792065221278808,-0.9602461068866156,0
-0.5283596117263334,0.7384176083797891,-1.3914722776605748,-0.5241661998139875,-0.264960408537301,-0.27493098155691986,-0.19667888586283763,0.5582744625315024,1.2886429167098845,-0.5792065221278808,-0.9602461068866156,0
-0.24109438930185811,0.40322901408129996,-1.083369505109267,-0.6660617859658584,-0.39248274020715707,-0.08366944598610639,0.3810914904085675,-0.18374471017458222,-0.07200548591263746,-1.1693372911367246,-0.9602461068866156,0
-0.5858126562112288,0.6825528426633742,-1.3914722776605748,-0.9498529582696005,-0.4774976279870613,-0.08366944598610639,-0.7744492621342427,-1.1377693607965984,0.5111295437827311,-1.1103242142358405,-0.3970426131088116,1
-0.29854743378675347,0.29149948264847025,-1.2887713534768055,-0.38227061366211657,-0.30746785242725316,-0.6574540526985467,-0.8656761636507804,0.028260767741467158,0.31675120055094064,-0.5201934452269971,-0.8663788579236485,1
-0.4709065672414386,-0.155418643082848,0.4571443576472713,2.526588902451238,-0.34997529631720525,0.10759208958470708,1.6886770788122738,0.5582744625315024,0.2519584194736791,0.8371073234933433,0.07229363170602526,0
-0.930530923120599,0.29149948264847025,-0.9806685809254977,-0.5241661998139875,0.20262147425217195,-0.08366944598610639,0.5635452934416427,-0.44875155756957036,-0.2015910480671635,-0.6972326759296497,-1.1479806048125514,0
-0.4709065672414386,-0.155418643082848,0.4571443576472713,2.526588902451238,-0.34997529631720525,0.10759208958470708,1.6886770788122738,0.5582744625315024,0.2519584194736791,0.8371073234933433,0.07229363170602526,0
-1.562514412454445,0.48702616265592225,-1.3914722776605748,-0.6660617859658584,0.032591698692363495,0.011961321799300345,0.3810914904085675,-1.2967734692336501,1.742192384250727,-0.8152588297314184,-0.49090986207177867,0
-0.29854743378675347,0.4590937797977148,0.09769112300407895,-0.6660617859658584,0.5639347473167646,-0.6574540526985467,-0.531177524756809,0.34626898461545297,-0.33117661022168954,5.322101167960553,-1.2418478537755184,0
0.33343605554709255,0.5149585455141297,-0.4671639600066517,0.8947896617047221,1.8816655079052789,3.4546689620739426,2.99626266721598,0.9822854183635422,-0.9791044209943168,1.3092119387004177,-1.1479806048125514,0
0.33343605554709255,0.5149585455141297,-0.41581349791476707,0.9657374547806576,1.754143176235423,3.359038194288536,3.0874895687325177,0.9822854183635422,-0.9143116399170552,1.6042773232048397,-1.1479806048125514,0
0.10362387760751209,-1.3844434888439736,1.484153599484964,-0.5241661998139875,0.09635286452729167,1.8289459097220282,1.719086045984453,0.08126213722046478,-0.07200548591263746,0.5420419389889213,0.07229363170602526,1
-0.12618830033206838,0.17976995121564113,0.04634066091219458,-0.5951139928899231,5.962380121340679,0.011961321799300345,0.2898645888920298,0.028260767741467158,-1.3030683263806333,3.6697350147357914,-1.0541133558495825,0
